all_sig_categories	Freq
TRANSPORT OF SMALL MOLECULES%REACTOME%R-HSA-382551.4	61
CELL PROJECTION MORPHOGENESIS%GOBP%GO:0048858	60
EMBRYONIC MORPHOGENESIS%GOBP%GO:0048598	60
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	60
REGULATION OF ION TRANSPORT%GOBP%GO:0043269	60
REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010975	60
REPRODUCTION%GOBP%GO:0000003	60
REPRODUCTIVE PROCESS%GOBP%GO:0022414	60
BEHAVIOR%GOBP%GO:0007610	59
CELLULAR PROTEIN METABOLIC PROCESS%GOBP%GO:0044267	59
HALLMARK_IL2_STAT5_SIGNALING%MSIGDB_C2%HALLMARK_IL2_STAT5_SIGNALING	59
NEURON PROJECTION MORPHOGENESIS%GOBP%GO:0048812	59
PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS%GOBP%GO:0120039	59
REGULATION OF HORMONE LEVELS%GOBP%GO:0010817	59
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	59
AXON DEVELOPMENT%GOBP%GO:0061564	58
CELL-CELL ADHESION%GOBP%GO:0098609	58
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GOBP%GO:0048667	58
CELL PART MORPHOGENESIS%GOBP%GO:0032990	58
CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009	58
HEAD DEVELOPMENT%GOBP%GO:0060322	58
NEGATIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045936	58
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010563	58
NUCLEOPLASM%GOCC%GO:0005654	58
POSITIVE REGULATION OF KINASE ACTIVITY%GOBP%GO:0033674	58
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	58
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:0070201	58
REGULATION OF PROTEIN TRANSPORT%GOBP%GO:0051223	58
RESPONSE TO INORGANIC SUBSTANCE%GOBP%GO:0010035	58
SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0001501	58
ADHERENS JUNCTION%GOCC%GO:0005912	57
DNA BINDING TRANSCRIPTION FACTOR ACTIVITY%GOMF%GO:0003700	57
EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	57
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	57
GLAND DEVELOPMENT%GOBP%GO:0048732	57
ION HOMEOSTASIS%GOBP%GO:0050801	57
MACROMOLECULAR COMPLEX ASSEMBLY%GOBP%GO:0065003	57
METAL ION BINDING%GOMF%GO:0046872	57
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	57
NEUTROPHIL DEGRANULATION%REACTOME DATABASE ID RELEASE 63%6798695	57
ORGANIC CYCLIC COMPOUND METABOLIC PROCESS%GOBP%GO:1901360	57
AXONOGENESIS%GOBP%GO:0007409	56
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	56
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	56
ENDOCYTOSIS%GOBP%GO:0006897	56
ENDOPLASMIC RETICULUM%GOCC%GO:0005783	56
ION TRANSPORT%GOBP%GO:0006811	56
LEUKOCYTE MIGRATION%GOBP%GO:0050900	56
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	56
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	56
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	55
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	55
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 63%422475	55
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	55
ORGANIC SUBSTANCE TRANSPORT%GOBP%GO:0071702	55
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	55
REGULATION OF HOMEOSTATIC PROCESS%GOBP%GO:0032844	55
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697	55
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	55
ANCHORING JUNCTION%GOCC%GO:0070161	54
CELL BODY%GOCC%GO:0044297	54
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	54
ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY%GOBP%GO:0007167	54
GROWTH%GOBP%GO:0040007	54
LEUKOCYTE ACTIVATION%GOBP%GO:0045321	54
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	54
NABA_SECRETED_FACTORS%MSIGDB_C2%NABA_SECRETED_FACTORS	54
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001933	54
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045860	54
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	54
REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002791	54
RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0010243	54
BRAIN DEVELOPMENT%GOBP%GO:0007420	53
CATION HOMEOSTASIS%GOBP%GO:0055080	53
CELL CHEMOTAXIS%GOBP%GO:0060326	53
GLYCOSAMINOGLYCAN BINDING%GOMF%GO:0005539	53
HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION	53
HETEROCYCLE METABOLIC PROCESS%GOBP%GO:0046483	53
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764	53
IMPORT INTO CELL%GOBP%GO:0098657	53
INTERLEUKIN-4 AND 13 SIGNALING%REACTOME DATABASE ID RELEASE 63%6785807	53
LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	53
MACROMOLECULE LOCALIZATION%GOBP%GO:0033036	53
NEGATIVE REGULATION OF CELLULAR COMPONENT MOVEMENT%GOBP%GO:0051271	53
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	53
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	53
ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253	52
CELL DEATH%GOBP%GO:0008219	52
ENZYME REGULATOR ACTIVITY%GOMF%GO:0030234	52
INORGANIC ION HOMEOSTASIS%GOBP%GO:0098771	52
LIPID METABOLIC PROCESS%GOBP%GO:0006629	52
OXIDOREDUCTASE ACTIVITY%GOMF%GO:0016491	52
PROTEIN HETERODIMERIZATION ACTIVITY%GOMF%GO:0046982	52
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	52
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	52
CELLULAR CHEMICAL HOMEOSTASIS%GOBP%GO:0055082	51
DEVELOPMENTAL PROCESS INVOLVED IN REPRODUCTION%GOBP%GO:0003006	51
NEURONAL CELL BODY%GOCC%GO:0043025	51
PROGRAMMED CELL DEATH%GOBP%GO:0012501	51
PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0006461	51
PROTEIN COMPLEX BIOGENESIS%GOBP%GO:0070271	51
PROXIMAL PROMOTER SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0000987	51
REGULATION OF CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044087	51
REGULATION OF PROTEIN SECRETION%GOBP%GO:0050708	51
RESPONSE TO NITROGEN COMPOUND%GOBP%GO:1901698	51
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	51
VESICLE-MEDIATED TRANSPORT%GOBP%GO:0016192	51
CELLULAR AROMATIC COMPOUND METABOLIC PROCESS%GOBP%GO:0006725	50
EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030855	50
HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT	50
HYDROLASE ACTIVITY%GOMF%GO:0016787	50
NEGATIVE REGULATION OF CELL MIGRATION%GOBP%GO:0030336	50
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031400	50
PHAGOCYTOSIS%GOBP%GO:0006909	50
REGULATION OF CELLULAR LOCALIZATION%GOBP%GO:0060341	50
REGULATION OF CHEMOTAXIS%GOBP%GO:0050920	50
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	50
CELLULAR HOMEOSTASIS%GOBP%GO:0019725	49
EMBRYONIC ORGAN DEVELOPMENT%GOBP%GO:0048568	49
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDB_C2%HALLMARK_INTERFERON_GAMMA_RESPONSE	49
IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GOBP%GO:0002757	49
LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002521	49
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	49
TRANSCRIPTIONAL ACTIVATOR ACTIVITY, RNA POLYMERASE II TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0001228	49
CARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0019752	48
CATALYTIC ACTIVITY, ACTING ON A PROTEIN%GOMF%GO:0140096	48
CELL-CELL SIGNALING%GOBP%GO:0007267	48
CELL-SUBSTRATE ADHERENS JUNCTION%GOCC%GO:0005924	48
CELL-SUBSTRATE JUNCTION%GOCC%GO:0030055	48
CELLULAR LOCALIZATION%GOBP%GO:0051641	48
CYTOSKELETON ORGANIZATION%GOBP%GO:0007010	48
DENDRITE%GOCC%GO:0030425	48
DENDRITIC TREE%GOCC%GO:0097447	48
EXTRACELLULAR MATRIX COMPONENT%GOCC%GO:0044420	48
KIDNEY DEVELOPMENT%GOBP%GO:0001822	48
ORGANIC ACID METABOLIC PROCESS%GOBP%GO:0006082	48
POSITIVE REGULATION OF SECRETION%GOBP%GO:0051047	48
PROTEIN KINASE BINDING%GOMF%GO:0019901	48
REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048638	48
RNA POLYMERASE II PROXIMAL PROMOTER SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0000978	48
SULFUR COMPOUND BINDING%GOMF%GO:1901681	48
SYNAPSE PART%GOCC%GO:0044456	48
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.1	47
CELLULAR ION HOMEOSTASIS%GOBP%GO:0006873	47
METABOLISM OF PROTEINS%REACTOME%R-HSA-392499.4	47
MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517	47
OXOACID METABOLIC PROCESS%GOBP%GO:0043436	47
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	47
RNA BINDING%GOMF%GO:0003723	47
APOPTOTIC PROCESS%GOBP%GO:0006915	46
CELLULAR PROTEIN MODIFICATION PROCESS%GOBP%GO:0006464	46
FOCAL ADHESION%GOCC%GO:0005925	46
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_LATE	46
HALLMARK_MYOGENESIS%MSIGDB_C2%HALLMARK_MYOGENESIS	46
KINASE BINDING%GOMF%GO:0019900	46
METAL ION HOMEOSTASIS%GOBP%GO:0055065	46
MITOCHONDRION%GOCC%GO:0005739	46
NEGATIVE REGULATION OF CELL MOTILITY%GOBP%GO:2000146	46
PROTEIN MODIFICATION PROCESS%GOBP%GO:0036211	46
RECEPTOR LIGAND ACTIVITY%GOMF%GO:0048018	46
RECEPTOR REGULATOR ACTIVITY%GOMF%GO:0030545	46
TRANSCRIPTIONAL ACTIVATOR ACTIVITY, RNA POLYMERASE II PROXIMAL PROMOTER SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0001077	46
TUBE MORPHOGENESIS%GOBP%GO:0035239	46
ANGIOGENESIS%GOBP%GO:0001525	45
HEPARIN BINDING%GOMF%GO:0008201	45
NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006139	45
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010769	45
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071900	45
RNA POLYMERASE II TRANSCRIPTION%REACTOME%R-HSA-73857.5	45
SMALL MOLECULE BINDING%GOMF%GO:0036094	45
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	44
CELLULAR NITROGEN COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0044271	44
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	44
GENERIC TRANSCRIPTION PATHWAY%REACTOME%R-HSA-212436.6	44
LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595	44
PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389	44
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	44
POSITIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050921	44
POSITIVE REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045666	44
PROTEIN LOCALIZATION%GOBP%GO:0008104	44
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	44
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	44
REPRODUCTIVE STRUCTURE DEVELOPMENT%GOBP%GO:0048608	44
REPRODUCTIVE SYSTEM DEVELOPMENT%GOBP%GO:0061458	44
WHOLE MEMBRANE%GOCC%GO:0098805	44
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	43
CELL ADHESION MOLECULE BINDING%GOMF%GO:0050839	43
CELLULAR CATION HOMEOSTASIS%GOBP%GO:0030003	43
HEART MORPHOGENESIS%GOBP%GO:0003007	43
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768	43
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	43
MACROMOLECULE MODIFICATION%GOBP%GO:0043412	43
PHOSPHORYLATION%GOBP%GO:0016310	43
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	43
POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031346	43
POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687	43
POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018	43
REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001233	43
REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216	43
REGULATION OF OSSIFICATION%GOBP%GO:0030278	43
RESPONSE TO METAL ION%GOBP%GO:0010038	43
AXON%GOCC%GO:0030424	42
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	42
CELLULAR LIPID METABOLIC PROCESS%GOBP%GO:0044255	42
COGNITION%GOBP%GO:0050890	42
FOREBRAIN DEVELOPMENT%GOBP%GO:0030900	42
GROWTH FACTOR BINDING%GOMF%GO:0019838	42
HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS	42
HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	42
MONOCARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0032787	42
NEGATIVE REGULATION OF CELL DEVELOPMENT%GOBP%GO:0010721	42
NEGATIVE REGULATION OF CELLULAR COMPONENT ORGANIZATION%GOBP%GO:0051129	42
NEGATIVE REGULATION OF TRANSPORT%GOBP%GO:0051051	42
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	42
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	42
REGULATION OF ANATOMICAL STRUCTURE SIZE%GOBP%GO:0090066	42
REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045088	42
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	42
REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959	42
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	42
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	42
STRUCTURAL MOLECULE ACTIVITY%GOMF%GO:0005198	42
SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:0097435	42
CELLULAR METAL ION HOMEOSTASIS%GOBP%GO:0006875	41
CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448	41
CONTRACTILE FIBER PART%GOCC%GO:0044449	41
DISEASE%REACTOME%R-HSA-1643685.5	41
GENE EXPRESSION (TRANSCRIPTION)%REACTOME DATABASE ID RELEASE 63%74160	41
GENE EXPRESSION%GOBP%GO:0010467	41
MEMBRANE ORGANIZATION%GOBP%GO:0061024	41
MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0001763	41
OSSIFICATION%GOBP%GO:0001503	41
PERINUCLEAR REGION OF CYTOPLASM%GOCC%GO:0048471	41
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	41
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	41
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	41
REGULATION OF CELL GROWTH%GOBP%GO:0001558	41
RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0009991	41
RESPONSE TO GROWTH FACTOR%GOBP%GO:0070848	41
WOUND HEALING%GOBP%GO:0042060	41
APICAL PART OF CELL%GOCC%GO:0045177	40
G ALPHA (I) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 63%418594	40
HALLMARK_P53_PATHWAY%MSIGDB_C2%HALLMARK_P53_PATHWAY	40
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429	40
IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701	40
LYMPHOCYTE ACTIVATION%GOBP%GO:0046649	40
MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0009059	40
MEMBRANE REGION%GOCC%GO:0098589	40
METABOLISM OF LIPIDS%REACTOME DATABASE ID RELEASE 63%556833	40
NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866	40
NEGATIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION%GOBP%GO:1902532	40
PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0006911	40
PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024	40
POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766	40
POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002690	40
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	40
REGULATION OF CELLULAR RESPONSE TO STRESS%GOBP%GO:0080135	40
REGULATION OF MULTI-ORGANISM PROCESS%GOBP%GO:0043900	40
RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0002237	40
ANTIGEN BINDING%GOMF%GO:0003823	39
CELLULAR MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0034645	39
CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0071363	39
GOLGI APPARATUS%GOCC%GO:0005794	39
IMMUNOGLOBULIN COMPLEX%GOCC%GO:0019814	39
MEMBRANE MICRODOMAIN%GOCC%GO:0098857	39
MEMBRANE RAFT%GOCC%GO:0045121	39
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699	39
REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	39
REGULATION OF NEURON DEATH%GOBP%GO:1901214	39
TRANSCRIPTION FACTOR BINDING%GOMF%GO:0008134	39
ACTIN CYTOSKELETON%GOCC%GO:0015629	38
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	38
CATION TRANSPORT%GOBP%GO:0006812	38
CELLULAR RESPONSE TO NITROGEN COMPOUND%GOBP%GO:1901699	38
CONTRACTILE FIBER%GOCC%GO:0043292	38
DIVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0072507	38
MEMBRANE INVAGINATION%GOBP%GO:0010324	38
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032102	38
NUCLEIC ACID METABOLIC PROCESS%GOBP%GO:0090304	38
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679	38
POSITIVE REGULATION OF PROTEIN TRANSPORT%GOBP%GO:0051222	38
PROTEIN PHOSPHORYLATION%GOBP%GO:0006468	38
REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045637	38
RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0032496	38
TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0022857	38
TRANSPORTER ACTIVITY%GOMF%GO:0005215	38
ANION TRANSPORT%GOBP%GO:0006820	37
CARTILAGE DEVELOPMENT%GOBP%GO:0051216	37
CELLULAR AMIDE METABOLIC PROCESS%GOBP%GO:0043603	37
CELLULAR CALCIUM ION HOMEOSTASIS%GOBP%GO:0006874	37
COLLAGEN FORMATION%REACTOME DATABASE ID RELEASE 63%1474290	37
FAT CELL DIFFERENTIATION%GOBP%GO:0045444	37
HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_EARLY	37
HALLMARK_MTORC1_SIGNALING%MSIGDB_C2%HALLMARK_MTORC1_SIGNALING	37
LEARNING OR MEMORY%GOBP%GO:0007611	37
MICROTUBULE CYTOSKELETON%GOCC%GO:0015630	37
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138	37
NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408	37
NEGATIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050768	37
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	37
ORGANONITROGEN COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:1901566	37
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	37
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010976	37
PROTEIN ACTIVATION CASCADE%GOBP%GO:0072376	37
REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051493	37
REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632	37
REGULATION OF PROTEOLYSIS%GOBP%GO:0030162	37
RESPONSE TO TOXIC SUBSTANCE%GOBP%GO:0009636	37
SECRETION%GOBP%GO:0046903	37
ADAPTIVE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 63%1280218	36
AXON GUIDANCE%GOBP%GO:0007411	36
CELL-CELL JUNCTION%GOCC%GO:0005911	36
CELL CYCLE PROCESS%GOBP%GO:0022402	36
CELL CYCLE%GOBP%GO:0007049	36
CELL RECOGNITION%GOBP%GO:0008037	36
CELLULAR DIVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0072503	36
CELLULAR RESPONSE TO ORGANONITROGEN COMPOUND%GOBP%GO:0071417	36
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 63%1650814	36
CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0019221	36
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	36
INORGANIC MOLECULAR ENTITY TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015318	36
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	36
MUSCLE CONTRACTION%REACTOME%R-HSA-397014.2	36
NABA_ECM_REGULATORS%MSIGDB_C2%NABA_ECM_REGULATORS	36
POSITIVE REGULATION OF CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044089	36
REGIONALIZATION%GOBP%GO:0003002	36
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	36
REGULATION OF MUSCLE SYSTEM PROCESS%GOBP%GO:0090257	36
SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596	36
CELLULAR RESPONSE TO HORMONE STIMULUS%GOBP%GO:0032870	35
EGFR1%IOB%EGFR1	35
EGFR1%NETPATH%EGFR1	35
EYE DEVELOPMENT%GOBP%GO:0001654	35
IMMUNOGLOBULIN COMPLEX, CIRCULATING%GOCC%GO:0042571	35
IMMUNOGLOBULIN RECEPTOR BINDING%GOMF%GO:0034987	35
NEGATIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051961	35
POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871	35
POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	35
POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	35
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	35
POSITIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010638	35
POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532	35
POSTSYNAPSE%GOCC%GO:0098794	35
REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0007346	35
REGULATION OF VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060627	35
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	34
CATABOLIC PROCESS%GOBP%GO:0009056	34
GLIOGENESIS%GOBP%GO:0042063	34
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	34
ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015075	34
MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	34
MYOFIBRIL%GOCC%GO:0030016	34
NEGATIVE REGULATION OF GROWTH%GOBP%GO:0045926	34
ORGANELLE MEMBRANE%GOCC%GO:0031090	34
PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043043	34
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	34
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	34
REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009894	34
REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010564	34
RESPONSE TO PEPTIDE%GOBP%GO:1901652	34
RESPONSE TO VIRUS%GOBP%GO:0009615	34
SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.1	34
SKELETAL MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0007519	34
ACTIN BINDING%GOMF%GO:0003779	33
ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0030029	33
CALCIUM ION HOMEOSTASIS%GOBP%GO:0055074	33
CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME DATABASE ID RELEASE 63%8953897	33
CELLULAR RESPONSES TO STRESS%REACTOME DATABASE ID RELEASE 63%2262752	33
COMPLEMENT ACTIVATION%GOBP%GO:0006956	33
ERYTHROCYTES TAKE UP CARBON DIOXIDE AND RELEASE OXYGEN%REACTOME%R-HSA-1237044.2	33
